code,meaning,candidate_origins,suggested_atom_ids,suggested_atom_names,suggestion_scores
E11.3543,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, bilateral",CONFIGURED_ICD_CATEGORY,diabetes,diabetes,"diabetes:10.0(phrase;same_icd_category;tokens=diabete,diabetic,mellitu,type)"
E11.37X1,"Type 2 diabetes mellitus with diabetic macular edema, resolved following treatment, right eye",CONFIGURED_ICD_CATEGORY,diabetes,diabetes,"diabetes:10.0(phrase;same_icd_category;tokens=diabete,diabetic,mellitu,type)"
E13.01,Other specified diabetes mellitus with hyperosmolarity with coma,ATOM_PHRASE_MATCH,diabetes,diabetes,"diabetes:7.0(phrase;tokens=diabete,mellitu)"
E13.3211,"Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, right eye",ATOM_PHRASE_MATCH,diabetes,diabetes,"diabetes:8.0(phrase;tokens=diabete,diabetic,mellitu)"
E13.3212,"Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, left eye",ATOM_PHRASE_MATCH,diabetes,diabetes,"diabetes:8.0(phrase;tokens=diabete,diabetic,mellitu)"
E13.3213,"Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, bilateral",ATOM_PHRASE_MATCH,diabetes,diabetes,"diabetes:8.0(phrase;tokens=diabete,diabetic,mellitu)"
E13.3219,"Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, unspecified eye",ATOM_PHRASE_MATCH,diabetes,diabetes,"diabetes:8.0(phrase;tokens=diabete,diabetic,mellitu)"
E13.3291,"Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, right eye",ATOM_PHRASE_MATCH,diabetes,diabetes,"diabetes:8.0(phrase;tokens=diabete,diabetic,mellitu)"
E13.3292,"Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, left eye",ATOM_PHRASE_MATCH,diabetes,diabetes,"diabetes:8.0(phrase;tokens=diabete,diabetic,mellitu)"
E13.3312,"Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, left eye",ATOM_PHRASE_MATCH,diabetes,diabetes,"diabetes:8.0(phrase;tokens=diabete,diabetic,mellitu)"
E13.3319,"Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, unspecified eye",ATOM_PHRASE_MATCH,diabetes,diabetes,"diabetes:8.0(phrase;tokens=diabete,diabetic,mellitu)"
E13.3391,"Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, right eye",ATOM_PHRASE_MATCH,diabetes,diabetes,"diabetes:8.0(phrase;tokens=diabete,diabetic,mellitu)"
E13.3392,"Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, left eye",ATOM_PHRASE_MATCH,diabetes,diabetes,"diabetes:8.0(phrase;tokens=diabete,diabetic,mellitu)"
E13.3411,"Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, right eye",ATOM_PHRASE_MATCH,diabetes,diabetes,"diabetes:8.0(phrase;tokens=diabete,diabetic,mellitu)"
E13.3412,"Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, left eye",ATOM_PHRASE_MATCH,diabetes,diabetes,"diabetes:8.0(phrase;tokens=diabete,diabetic,mellitu)"
E13.3491,"Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, right eye",ATOM_PHRASE_MATCH,diabetes,diabetes,"diabetes:8.0(phrase;tokens=diabete,diabetic,mellitu)"
E13.3492,"Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, left eye",ATOM_PHRASE_MATCH,diabetes,diabetes,"diabetes:8.0(phrase;tokens=diabete,diabetic,mellitu)"
E13.3493,"Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, bilateral",ATOM_PHRASE_MATCH,diabetes,diabetes,"diabetes:8.0(phrase;tokens=diabete,diabetic,mellitu)"
E13.3511,"Other specified diabetes mellitus with proliferative diabetic retinopathy with macular edema, right eye",ATOM_PHRASE_MATCH,diabetes,diabetes,"diabetes:8.0(phrase;tokens=diabete,diabetic,mellitu)"
E13.3512,"Other specified diabetes mellitus with proliferative diabetic retinopathy with macular edema, left eye",ATOM_PHRASE_MATCH,diabetes,diabetes,"diabetes:8.0(phrase;tokens=diabete,diabetic,mellitu)"
E13.3513,"Other specified diabetes mellitus with proliferative diabetic retinopathy with macular edema, bilateral",ATOM_PHRASE_MATCH,diabetes,diabetes,"diabetes:8.0(phrase;tokens=diabete,diabetic,mellitu)"
E13.3519,"Other specified diabetes mellitus with proliferative diabetic retinopathy with macular edema, unspecified eye",ATOM_PHRASE_MATCH,diabetes,diabetes,"diabetes:8.0(phrase;tokens=diabete,diabetic,mellitu)"
E13.3521,"Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, right eye",ATOM_PHRASE_MATCH,diabetes,diabetes,"diabetes:8.0(phrase;tokens=diabete,diabetic,mellitu)"
E13.3522,"Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, left eye",ATOM_PHRASE_MATCH,diabetes,diabetes,"diabetes:8.0(phrase;tokens=diabete,diabetic,mellitu)"
E13.3523,"Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, bilateral",ATOM_PHRASE_MATCH,diabetes,diabetes,"diabetes:8.0(phrase;tokens=diabete,diabetic,mellitu)"
E13.3529,"Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, unspecified eye",ATOM_PHRASE_MATCH,diabetes,diabetes,"diabetes:8.0(phrase;tokens=diabete,diabetic,mellitu)"
E13.3531,"Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, right eye",ATOM_PHRASE_MATCH,diabetes,diabetes,"diabetes:8.0(phrase;tokens=diabete,diabetic,mellitu)"
E13.3532,"Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, left eye",ATOM_PHRASE_MATCH,diabetes,diabetes,"diabetes:8.0(phrase;tokens=diabete,diabetic,mellitu)"
E13.3539,"Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, unspecified eye",ATOM_PHRASE_MATCH,diabetes,diabetes,"diabetes:8.0(phrase;tokens=diabete,diabetic,mellitu)"
E13.3541,"Other specified diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, right eye",ATOM_PHRASE_MATCH,diabetes,diabetes,"diabetes:8.0(phrase;tokens=diabete,diabetic,mellitu)"
E13.3542,"Other specified diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, left eye",ATOM_PHRASE_MATCH,diabetes,diabetes,"diabetes:8.0(phrase;tokens=diabete,diabetic,mellitu)"
E13.3543,"Other specified diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, bilateral",ATOM_PHRASE_MATCH,diabetes,diabetes,"diabetes:8.0(phrase;tokens=diabete,diabetic,mellitu)"
E13.3549,"Other specified diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, unspecified eye",ATOM_PHRASE_MATCH,diabetes,diabetes,"diabetes:8.0(phrase;tokens=diabete,diabetic,mellitu)"
E13.3551,"Other specified diabetes mellitus with stable proliferative diabetic retinopathy, right eye",ATOM_PHRASE_MATCH,diabetes,diabetes,"diabetes:8.0(phrase;tokens=diabete,diabetic,mellitu)"
E13.3552,"Other specified diabetes mellitus with stable proliferative diabetic retinopathy, left eye",ATOM_PHRASE_MATCH,diabetes,diabetes,"diabetes:8.0(phrase;tokens=diabete,diabetic,mellitu)"
E13.3553,"Other specified diabetes mellitus with stable proliferative diabetic retinopathy, bilateral",ATOM_PHRASE_MATCH,diabetes,diabetes,"diabetes:8.0(phrase;tokens=diabete,diabetic,mellitu)"
E13.37X1,"Other specified diabetes mellitus with diabetic macular edema, resolved following treatment, right eye",ATOM_PHRASE_MATCH,diabetes,diabetes,"diabetes:8.0(phrase;tokens=diabete,diabetic,mellitu)"
E13.37X2,"Other specified diabetes mellitus with diabetic macular edema, resolved following treatment, left eye",ATOM_PHRASE_MATCH,diabetes,diabetes,"diabetes:8.0(phrase;tokens=diabete,diabetic,mellitu)"
E13.37X3,"Other specified diabetes mellitus with diabetic macular edema, resolved following treatment, bilateral",ATOM_PHRASE_MATCH,diabetes,diabetes,"diabetes:8.0(phrase;tokens=diabete,diabetic,mellitu)"
E13.37X9,"Other specified diabetes mellitus with diabetic macular edema, resolved following treatment, unspecified eye",ATOM_PHRASE_MATCH,diabetes,diabetes,"diabetes:8.0(phrase;tokens=diabete,diabetic,mellitu)"
E13.610,Other specified diabetes mellitus with diabetic neuropathic arthropathy,ATOM_PHRASE_MATCH,charcot_arthropathy | diabetes,charcot arthropathy | diabetes,"diabetes:8.0(phrase;tokens=diabete,diabetic,mellitu) | charcot_arthropathy:7.0(phrase;tokens=arthropathy,neuropathic)"
E13.620,Other specified diabetes mellitus with diabetic dermatitis,ATOM_PHRASE_MATCH,diabetes,diabetes,"diabetes:8.0(phrase;tokens=diabete,diabetic,mellitu)"
E13.630,Other specified diabetes mellitus with periodontal disease,ATOM_PHRASE_MATCH,diabetes,diabetes,"diabetes:7.0(phrase;tokens=diabete,mellitu)"
E13.641,Other specified diabetes mellitus with hypoglycemia with coma,ATOM_PHRASE_MATCH,diabetes,diabetes,"diabetes:7.0(phrase;tokens=diabete,mellitu)"
G60.2,Neuropathy in association with hereditary ataxia,CONFIGURED_ICD_CATEGORY,mild_sensory_polyneuropathy | sfn,Mild-to-moderate length-dependent sensory polyneuropathy | Small-fiber neuropathy,mild_sensory_polyneuropathy:3.0(same_icd_category;tokens=neuropathy) | sfn:3.0(same_icd_category;tokens=neuropathy)
G61.1,Serum neuropathy,CONFIGURED_ICD_CATEGORY,cidp,Chronic inflammatory demyelinating polyneuropathy,cidp:3.0(same_icd_category;tokens=neuropathy)
G83.23,Monoplegia of upper limb affecting right nondominant side,ATOM_PHRASE_MATCH,cts_right,"Carpal tunnel syndrome, right","cts_right:3.0(tokens=limb,right,upper)"
G99.0,Autonomic neuropathy in diseases classified elsewhere,ATOM_PHRASE_MATCH,dysautonomia,Autonomic dysfunction / dysautonomia,"dysautonomia:7.0(phrase;tokens=autonomic,neuropathy)"
H16.221,"Keratoconjunctivitis sicca, not specified as Sjogren's, right eye",ATOM_PHRASE_MATCH,dry_eye,dry eye,"dry_eye:8.0(phrase;tokens=eye,keratoconjunctiviti,sicca)"
H21.1X9,"Other vascular disorders of iris and ciliary body, unspecified eye",CONFIGURED_ICD_CATEGORY,iris_abnormality | scalloped_pupil,Scalloped pupil / characteristic pupillary abnormality | iris abnormality,iris_abnormality:3.0(same_icd_category;tokens=iris) | scalloped_pupil:3.0(same_icd_category;tokens=iris)
H21.231,"Degeneration of iris (pigmentary), right eye",CONFIGURED_ICD_CATEGORY,iris_abnormality | scalloped_pupil,Scalloped pupil / characteristic pupillary abnormality | iris abnormality,iris_abnormality:3.0(same_icd_category;tokens=iris) | scalloped_pupil:3.0(same_icd_category;tokens=iris)
H21.233,"Degeneration of iris (pigmentary), bilateral",CONFIGURED_ICD_CATEGORY,iris_abnormality | scalloped_pupil,Scalloped pupil / characteristic pupillary abnormality | iris abnormality,iris_abnormality:3.0(same_icd_category;tokens=iris) | scalloped_pupil:3.0(same_icd_category;tokens=iris)
H21.242,"Degeneration of pupillary margin, left eye",CONFIGURED_ICD_CATEGORY,iris_abnormality | scalloped_pupil,Scalloped pupil / characteristic pupillary abnormality | iris abnormality,"scalloped_pupil:4.0(same_icd_category;tokens=margin,pupillary) | iris_abnormality:3.0(same_icd_category;tokens=pupillary)"
H21.243,"Degeneration of pupillary margin, bilateral",CONFIGURED_ICD_CATEGORY,iris_abnormality | scalloped_pupil,Scalloped pupil / characteristic pupillary abnormality | iris abnormality,"scalloped_pupil:4.0(same_icd_category;tokens=margin,pupillary) | iris_abnormality:3.0(same_icd_category;tokens=pupillary)"
H21.249,"Degeneration of pupillary margin, unspecified eye",CONFIGURED_ICD_CATEGORY,iris_abnormality | scalloped_pupil,Scalloped pupil / characteristic pupillary abnormality | iris abnormality,"scalloped_pupil:4.0(same_icd_category;tokens=margin,pupillary) | iris_abnormality:3.0(same_icd_category;tokens=pupillary)"
H21.262,"Iris atrophy (essential) (progressive), left eye",CONFIGURED_ICD_CATEGORY,iris_abnormality | scalloped_pupil,Scalloped pupil / characteristic pupillary abnormality | iris abnormality,iris_abnormality:3.0(same_icd_category;tokens=iris) | scalloped_pupil:3.0(same_icd_category;tokens=iris)
H21.263,"Iris atrophy (essential) (progressive), bilateral",CONFIGURED_ICD_CATEGORY,iris_abnormality | scalloped_pupil,Scalloped pupil / characteristic pupillary abnormality | iris abnormality,iris_abnormality:3.0(same_icd_category;tokens=iris) | scalloped_pupil:3.0(same_icd_category;tokens=iris)
H21.269,"Iris atrophy (essential) (progressive), unspecified eye",CONFIGURED_ICD_CATEGORY,iris_abnormality | scalloped_pupil,Scalloped pupil / characteristic pupillary abnormality | iris abnormality,iris_abnormality:3.0(same_icd_category;tokens=iris) | scalloped_pupil:3.0(same_icd_category;tokens=iris)
H21.271,"Miotic pupillary cyst, right eye",CONFIGURED_ICD_CATEGORY,iris_abnormality | scalloped_pupil,Scalloped pupil / characteristic pupillary abnormality | iris abnormality,iris_abnormality:3.0(same_icd_category;tokens=pupillary) | scalloped_pupil:3.0(same_icd_category;tokens=pupillary)
H21.272,"Miotic pupillary cyst, left eye",CONFIGURED_ICD_CATEGORY,iris_abnormality | scalloped_pupil,Scalloped pupil / characteristic pupillary abnormality | iris abnormality,iris_abnormality:3.0(same_icd_category;tokens=pupillary) | scalloped_pupil:3.0(same_icd_category;tokens=pupillary)
H21.273,"Miotic pupillary cyst, bilateral",CONFIGURED_ICD_CATEGORY,iris_abnormality | scalloped_pupil,Scalloped pupil / characteristic pupillary abnormality | iris abnormality,iris_abnormality:3.0(same_icd_category;tokens=pupillary) | scalloped_pupil:3.0(same_icd_category;tokens=pupillary)
H21.279,"Miotic pupillary cyst, unspecified eye",CONFIGURED_ICD_CATEGORY,iris_abnormality | scalloped_pupil,Scalloped pupil / characteristic pupillary abnormality | iris abnormality,iris_abnormality:3.0(same_icd_category;tokens=pupillary) | scalloped_pupil:3.0(same_icd_category;tokens=pupillary)
H21.29,Other iris atrophy,CONFIGURED_ICD_CATEGORY,iris_abnormality | scalloped_pupil,Scalloped pupil / characteristic pupillary abnormality | iris abnormality,iris_abnormality:3.0(same_icd_category;tokens=iris) | scalloped_pupil:3.0(same_icd_category;tokens=iris)
H21.303,"Idiopathic cysts of iris, ciliary body or anterior chamber, bilateral",CONFIGURED_ICD_CATEGORY,iris_abnormality | scalloped_pupil,Scalloped pupil / characteristic pupillary abnormality | iris abnormality,iris_abnormality:3.0(same_icd_category;tokens=iris) | scalloped_pupil:3.0(same_icd_category;tokens=iris)
H21.311,"Exudative cysts of iris or anterior chamber, right eye",CONFIGURED_ICD_CATEGORY,iris_abnormality | scalloped_pupil,Scalloped pupil / characteristic pupillary abnormality | iris abnormality,iris_abnormality:3.0(same_icd_category;tokens=iris) | scalloped_pupil:3.0(same_icd_category;tokens=iris)
H21.312,"Exudative cysts of iris or anterior chamber, left eye",CONFIGURED_ICD_CATEGORY,iris_abnormality | scalloped_pupil,Scalloped pupil / characteristic pupillary abnormality | iris abnormality,iris_abnormality:3.0(same_icd_category;tokens=iris) | scalloped_pupil:3.0(same_icd_category;tokens=iris)
H21.313,"Exudative cysts of iris or anterior chamber, bilateral",CONFIGURED_ICD_CATEGORY,iris_abnormality | scalloped_pupil,Scalloped pupil / characteristic pupillary abnormality | iris abnormality,iris_abnormality:3.0(same_icd_category;tokens=iris) | scalloped_pupil:3.0(same_icd_category;tokens=iris)
H21.319,"Exudative cysts of iris or anterior chamber, unspecified eye",CONFIGURED_ICD_CATEGORY,iris_abnormality | scalloped_pupil,Scalloped pupil / characteristic pupillary abnormality | iris abnormality,iris_abnormality:3.0(same_icd_category;tokens=iris) | scalloped_pupil:3.0(same_icd_category;tokens=iris)
H21.321,"Implantation cysts of iris, ciliary body or anterior chamber, right eye",CONFIGURED_ICD_CATEGORY,iris_abnormality | scalloped_pupil,Scalloped pupil / characteristic pupillary abnormality | iris abnormality,iris_abnormality:3.0(same_icd_category;tokens=iris) | scalloped_pupil:3.0(same_icd_category;tokens=iris)
H21.323,"Implantation cysts of iris, ciliary body or anterior chamber, bilateral",CONFIGURED_ICD_CATEGORY,iris_abnormality | scalloped_pupil,Scalloped pupil / characteristic pupillary abnormality | iris abnormality,iris_abnormality:3.0(same_icd_category;tokens=iris) | scalloped_pupil:3.0(same_icd_category;tokens=iris)
H21.329,"Implantation cysts of iris, ciliary body or anterior chamber, unspecified eye",CONFIGURED_ICD_CATEGORY,iris_abnormality | scalloped_pupil,Scalloped pupil / characteristic pupillary abnormality | iris abnormality,iris_abnormality:3.0(same_icd_category;tokens=iris) | scalloped_pupil:3.0(same_icd_category;tokens=iris)
