code,meaning,candidate_origins,suggested_atom_ids,suggested_atom_names,suggestion_scores
M05.872,Other rheumatoid arthritis with rheumatoid factor of left ankle and foot,ATOM_PHRASE_MATCH,autoimmune_disease | chronic_inflammatory_arthritis,Chronic inflammatory joint disease | autoimmune disease,"autoimmune_disease:7.0(phrase;tokens=arthriti,rheumatoid) | chronic_inflammatory_arthritis:7.0(phrase;tokens=arthriti,rheumatoid)"
M05.879,Other rheumatoid arthritis with rheumatoid factor of unspecified ankle and foot,ATOM_PHRASE_MATCH,autoimmune_disease | chronic_inflammatory_arthritis,Chronic inflammatory joint disease | autoimmune disease,"autoimmune_disease:7.0(phrase;tokens=arthriti,rheumatoid) | chronic_inflammatory_arthritis:7.0(phrase;tokens=arthriti,rheumatoid)"
M05.8A,Other rheumatoid arthritis with rheumatoid factor of other specified site,ATOM_PHRASE_MATCH,autoimmune_disease | chronic_inflammatory_arthritis,Chronic inflammatory joint disease | autoimmune disease,"autoimmune_disease:7.0(phrase;tokens=arthriti,rheumatoid) | chronic_inflammatory_arthritis:7.0(phrase;tokens=arthriti,rheumatoid)"
M06.012,"Rheumatoid arthritis without rheumatoid factor, left shoulder",ATOM_PHRASE_MATCH,autoimmune_disease | chronic_inflammatory_arthritis,Chronic inflammatory joint disease | autoimmune disease,"autoimmune_disease:7.0(phrase;tokens=arthriti,rheumatoid) | chronic_inflammatory_arthritis:7.0(phrase;tokens=arthriti,rheumatoid)"
M06.022,"Rheumatoid arthritis without rheumatoid factor, left elbow",ATOM_PHRASE_MATCH,autoimmune_disease | chronic_inflammatory_arthritis,Chronic inflammatory joint disease | autoimmune disease,"autoimmune_disease:7.0(phrase;tokens=arthriti,rheumatoid) | chronic_inflammatory_arthritis:7.0(phrase;tokens=arthriti,rheumatoid)"
M06.029,"Rheumatoid arthritis without rheumatoid factor, unspecified elbow",ATOM_PHRASE_MATCH,autoimmune_disease | chronic_inflammatory_arthritis,Chronic inflammatory joint disease | autoimmune disease,"autoimmune_disease:7.0(phrase;tokens=arthriti,rheumatoid) | chronic_inflammatory_arthritis:7.0(phrase;tokens=arthriti,rheumatoid)"
M06.039,"Rheumatoid arthritis without rheumatoid factor, unspecified wrist",ATOM_PHRASE_MATCH,autoimmune_disease | chronic_inflammatory_arthritis,Chronic inflammatory joint disease | autoimmune disease,"autoimmune_disease:7.0(phrase;tokens=arthriti,rheumatoid) | chronic_inflammatory_arthritis:7.0(phrase;tokens=arthriti,rheumatoid)"
M06.052,"Rheumatoid arthritis without rheumatoid factor, left hip",ATOM_PHRASE_MATCH,autoimmune_disease | chronic_inflammatory_arthritis,Chronic inflammatory joint disease | autoimmune disease,"autoimmune_disease:7.0(phrase;tokens=arthriti,rheumatoid) | chronic_inflammatory_arthritis:7.0(phrase;tokens=arthriti,rheumatoid)"
M06.059,"Rheumatoid arthritis without rheumatoid factor, unspecified hip",ATOM_PHRASE_MATCH,autoimmune_disease | chronic_inflammatory_arthritis,Chronic inflammatory joint disease | autoimmune disease,"autoimmune_disease:7.0(phrase;tokens=arthriti,rheumatoid) | chronic_inflammatory_arthritis:7.0(phrase;tokens=arthriti,rheumatoid)"
M06.069,"Rheumatoid arthritis without rheumatoid factor, unspecified knee",ATOM_PHRASE_MATCH,autoimmune_disease | chronic_inflammatory_arthritis,Chronic inflammatory joint disease | autoimmune disease,"autoimmune_disease:7.0(phrase;tokens=arthriti,rheumatoid) | chronic_inflammatory_arthritis:7.0(phrase;tokens=arthriti,rheumatoid)"
M06.819,"Other specified rheumatoid arthritis, unspecified shoulder",ATOM_PHRASE_MATCH,autoimmune_disease | chronic_inflammatory_arthritis,Chronic inflammatory joint disease | autoimmune disease,"autoimmune_disease:7.0(phrase;tokens=arthriti,rheumatoid) | chronic_inflammatory_arthritis:7.0(phrase;tokens=arthriti,rheumatoid)"
M06.821,"Other specified rheumatoid arthritis, right elbow",ATOM_PHRASE_MATCH,autoimmune_disease | chronic_inflammatory_arthritis,Chronic inflammatory joint disease | autoimmune disease,"autoimmune_disease:7.0(phrase;tokens=arthriti,rheumatoid) | chronic_inflammatory_arthritis:7.0(phrase;tokens=arthriti,rheumatoid)"
M06.822,"Other specified rheumatoid arthritis, left elbow",ATOM_PHRASE_MATCH,autoimmune_disease | chronic_inflammatory_arthritis,Chronic inflammatory joint disease | autoimmune disease,"autoimmune_disease:7.0(phrase;tokens=arthriti,rheumatoid) | chronic_inflammatory_arthritis:7.0(phrase;tokens=arthriti,rheumatoid)"
M06.829,"Other specified rheumatoid arthritis, unspecified elbow",ATOM_PHRASE_MATCH,autoimmune_disease | chronic_inflammatory_arthritis,Chronic inflammatory joint disease | autoimmune disease,"autoimmune_disease:7.0(phrase;tokens=arthriti,rheumatoid) | chronic_inflammatory_arthritis:7.0(phrase;tokens=arthriti,rheumatoid)"
M06.831,"Other specified rheumatoid arthritis, right wrist",ATOM_PHRASE_MATCH,autoimmune_disease | chronic_inflammatory_arthritis,Chronic inflammatory joint disease | autoimmune disease,"autoimmune_disease:7.0(phrase;tokens=arthriti,rheumatoid) | chronic_inflammatory_arthritis:7.0(phrase;tokens=arthriti,rheumatoid)"
M06.839,"Other specified rheumatoid arthritis, unspecified wrist",ATOM_PHRASE_MATCH,autoimmune_disease | chronic_inflammatory_arthritis,Chronic inflammatory joint disease | autoimmune disease,"autoimmune_disease:7.0(phrase;tokens=arthriti,rheumatoid) | chronic_inflammatory_arthritis:7.0(phrase;tokens=arthriti,rheumatoid)"
M06.849,"Other specified rheumatoid arthritis, unspecified hand",ATOM_PHRASE_MATCH,autoimmune_disease | chronic_inflammatory_arthritis,Chronic inflammatory joint disease | autoimmune disease,"autoimmune_disease:7.0(phrase;tokens=arthriti,rheumatoid) | chronic_inflammatory_arthritis:7.0(phrase;tokens=arthriti,rheumatoid)"
M06.859,"Other specified rheumatoid arthritis, unspecified hip",ATOM_PHRASE_MATCH,autoimmune_disease | chronic_inflammatory_arthritis,Chronic inflammatory joint disease | autoimmune disease,"autoimmune_disease:7.0(phrase;tokens=arthriti,rheumatoid) | chronic_inflammatory_arthritis:7.0(phrase;tokens=arthriti,rheumatoid)"
M06.869,"Other specified rheumatoid arthritis, unspecified knee",ATOM_PHRASE_MATCH,autoimmune_disease | chronic_inflammatory_arthritis,Chronic inflammatory joint disease | autoimmune disease,"autoimmune_disease:7.0(phrase;tokens=arthriti,rheumatoid) | chronic_inflammatory_arthritis:7.0(phrase;tokens=arthriti,rheumatoid)"
M06.871,"Other specified rheumatoid arthritis, right ankle and foot",ATOM_PHRASE_MATCH,autoimmune_disease | chronic_inflammatory_arthritis,Chronic inflammatory joint disease | autoimmune disease,"autoimmune_disease:7.0(phrase;tokens=arthriti,rheumatoid) | chronic_inflammatory_arthritis:7.0(phrase;tokens=arthriti,rheumatoid)"
M06.872,"Other specified rheumatoid arthritis, left ankle and foot",ATOM_PHRASE_MATCH,autoimmune_disease | chronic_inflammatory_arthritis,Chronic inflammatory joint disease | autoimmune disease,"autoimmune_disease:7.0(phrase;tokens=arthriti,rheumatoid) | chronic_inflammatory_arthritis:7.0(phrase;tokens=arthriti,rheumatoid)"
M08.011,"Unspecified juvenile rheumatoid arthritis, right shoulder",ATOM_PHRASE_MATCH,autoimmune_disease | chronic_inflammatory_arthritis,Chronic inflammatory joint disease | autoimmune disease,"autoimmune_disease:7.0(phrase;tokens=arthriti,rheumatoid) | chronic_inflammatory_arthritis:7.0(phrase;tokens=arthriti,rheumatoid)"
M08.012,"Unspecified juvenile rheumatoid arthritis, left shoulder",ATOM_PHRASE_MATCH,autoimmune_disease | chronic_inflammatory_arthritis,Chronic inflammatory joint disease | autoimmune disease,"autoimmune_disease:7.0(phrase;tokens=arthriti,rheumatoid) | chronic_inflammatory_arthritis:7.0(phrase;tokens=arthriti,rheumatoid)"
M08.019,"Unspecified juvenile rheumatoid arthritis, unspecified shoulder",ATOM_PHRASE_MATCH,autoimmune_disease | chronic_inflammatory_arthritis,Chronic inflammatory joint disease | autoimmune disease,"autoimmune_disease:7.0(phrase;tokens=arthriti,rheumatoid) | chronic_inflammatory_arthritis:7.0(phrase;tokens=arthriti,rheumatoid)"
M08.022,"Unspecified juvenile rheumatoid arthritis, left elbow",ATOM_PHRASE_MATCH,autoimmune_disease | chronic_inflammatory_arthritis,Chronic inflammatory joint disease | autoimmune disease,"autoimmune_disease:7.0(phrase;tokens=arthriti,rheumatoid) | chronic_inflammatory_arthritis:7.0(phrase;tokens=arthriti,rheumatoid)"
M08.029,"Unspecified juvenile rheumatoid arthritis, unspecified elbow",ATOM_PHRASE_MATCH,autoimmune_disease | chronic_inflammatory_arthritis,Chronic inflammatory joint disease | autoimmune disease,"autoimmune_disease:7.0(phrase;tokens=arthriti,rheumatoid) | chronic_inflammatory_arthritis:7.0(phrase;tokens=arthriti,rheumatoid)"
M08.031,"Unspecified juvenile rheumatoid arthritis, right wrist",ATOM_PHRASE_MATCH,autoimmune_disease | chronic_inflammatory_arthritis,Chronic inflammatory joint disease | autoimmune disease,"autoimmune_disease:7.0(phrase;tokens=arthriti,rheumatoid) | chronic_inflammatory_arthritis:7.0(phrase;tokens=arthriti,rheumatoid)"
M08.032,"Unspecified juvenile rheumatoid arthritis, left wrist",ATOM_PHRASE_MATCH,autoimmune_disease | chronic_inflammatory_arthritis,Chronic inflammatory joint disease | autoimmune disease,"autoimmune_disease:7.0(phrase;tokens=arthriti,rheumatoid) | chronic_inflammatory_arthritis:7.0(phrase;tokens=arthriti,rheumatoid)"
M08.039,"Unspecified juvenile rheumatoid arthritis, unspecified wrist",ATOM_PHRASE_MATCH,autoimmune_disease | chronic_inflammatory_arthritis,Chronic inflammatory joint disease | autoimmune disease,"autoimmune_disease:7.0(phrase;tokens=arthriti,rheumatoid) | chronic_inflammatory_arthritis:7.0(phrase;tokens=arthriti,rheumatoid)"
M08.041,"Unspecified juvenile rheumatoid arthritis, right hand",ATOM_PHRASE_MATCH,autoimmune_disease | chronic_inflammatory_arthritis,Chronic inflammatory joint disease | autoimmune disease,"autoimmune_disease:7.0(phrase;tokens=arthriti,rheumatoid) | chronic_inflammatory_arthritis:7.0(phrase;tokens=arthriti,rheumatoid)"
M08.049,"Unspecified juvenile rheumatoid arthritis, unspecified hand",ATOM_PHRASE_MATCH,autoimmune_disease | chronic_inflammatory_arthritis,Chronic inflammatory joint disease | autoimmune disease,"autoimmune_disease:7.0(phrase;tokens=arthriti,rheumatoid) | chronic_inflammatory_arthritis:7.0(phrase;tokens=arthriti,rheumatoid)"
M08.051,"Unspecified juvenile rheumatoid arthritis, right hip",ATOM_PHRASE_MATCH,autoimmune_disease | chronic_inflammatory_arthritis,Chronic inflammatory joint disease | autoimmune disease,"autoimmune_disease:7.0(phrase;tokens=arthriti,rheumatoid) | chronic_inflammatory_arthritis:7.0(phrase;tokens=arthriti,rheumatoid)"
M08.052,"Unspecified juvenile rheumatoid arthritis, left hip",ATOM_PHRASE_MATCH,autoimmune_disease | chronic_inflammatory_arthritis,Chronic inflammatory joint disease | autoimmune disease,"autoimmune_disease:7.0(phrase;tokens=arthriti,rheumatoid) | chronic_inflammatory_arthritis:7.0(phrase;tokens=arthriti,rheumatoid)"
M08.059,"Unspecified juvenile rheumatoid arthritis, unspecified hip",ATOM_PHRASE_MATCH,autoimmune_disease | chronic_inflammatory_arthritis,Chronic inflammatory joint disease | autoimmune disease,"autoimmune_disease:7.0(phrase;tokens=arthriti,rheumatoid) | chronic_inflammatory_arthritis:7.0(phrase;tokens=arthriti,rheumatoid)"
M08.062,"Unspecified juvenile rheumatoid arthritis, left knee",ATOM_PHRASE_MATCH,autoimmune_disease | chronic_inflammatory_arthritis,Chronic inflammatory joint disease | autoimmune disease,"autoimmune_disease:7.0(phrase;tokens=arthriti,rheumatoid) | chronic_inflammatory_arthritis:7.0(phrase;tokens=arthriti,rheumatoid)"
M08.069,"Unspecified juvenile rheumatoid arthritis, unspecified knee",ATOM_PHRASE_MATCH,autoimmune_disease | chronic_inflammatory_arthritis,Chronic inflammatory joint disease | autoimmune disease,"autoimmune_disease:7.0(phrase;tokens=arthriti,rheumatoid) | chronic_inflammatory_arthritis:7.0(phrase;tokens=arthriti,rheumatoid)"
M08.072,"Unspecified juvenile rheumatoid arthritis, left ankle and foot",ATOM_PHRASE_MATCH,autoimmune_disease | chronic_inflammatory_arthritis,Chronic inflammatory joint disease | autoimmune disease,"autoimmune_disease:7.0(phrase;tokens=arthriti,rheumatoid) | chronic_inflammatory_arthritis:7.0(phrase;tokens=arthriti,rheumatoid)"
M08.211,"Juvenile rheumatoid arthritis with systemic onset, right shoulder",ATOM_PHRASE_MATCH,autoimmune_disease | chronic_inflammatory_arthritis,Chronic inflammatory joint disease | autoimmune disease,"autoimmune_disease:8.0(phrase;tokens=arthriti,rheumatoid,systemic) | chronic_inflammatory_arthritis:7.0(phrase;tokens=arthriti,rheumatoid)"
M08.212,"Juvenile rheumatoid arthritis with systemic onset, left shoulder",ATOM_PHRASE_MATCH,autoimmune_disease | chronic_inflammatory_arthritis,Chronic inflammatory joint disease | autoimmune disease,"autoimmune_disease:8.0(phrase;tokens=arthriti,rheumatoid,systemic) | chronic_inflammatory_arthritis:7.0(phrase;tokens=arthriti,rheumatoid)"
M08.219,"Juvenile rheumatoid arthritis with systemic onset, unspecified shoulder",ATOM_PHRASE_MATCH,autoimmune_disease | chronic_inflammatory_arthritis,Chronic inflammatory joint disease | autoimmune disease,"autoimmune_disease:8.0(phrase;tokens=arthriti,rheumatoid,systemic) | chronic_inflammatory_arthritis:7.0(phrase;tokens=arthriti,rheumatoid)"
M08.221,"Juvenile rheumatoid arthritis with systemic onset, right elbow",ATOM_PHRASE_MATCH,autoimmune_disease | chronic_inflammatory_arthritis,Chronic inflammatory joint disease | autoimmune disease,"autoimmune_disease:8.0(phrase;tokens=arthriti,rheumatoid,systemic) | chronic_inflammatory_arthritis:7.0(phrase;tokens=arthriti,rheumatoid)"
M08.222,"Juvenile rheumatoid arthritis with systemic onset, left elbow",ATOM_PHRASE_MATCH,autoimmune_disease | chronic_inflammatory_arthritis,Chronic inflammatory joint disease | autoimmune disease,"autoimmune_disease:8.0(phrase;tokens=arthriti,rheumatoid,systemic) | chronic_inflammatory_arthritis:7.0(phrase;tokens=arthriti,rheumatoid)"
M08.229,"Juvenile rheumatoid arthritis with systemic onset, unspecified elbow",ATOM_PHRASE_MATCH,autoimmune_disease | chronic_inflammatory_arthritis,Chronic inflammatory joint disease | autoimmune disease,"autoimmune_disease:8.0(phrase;tokens=arthriti,rheumatoid,systemic) | chronic_inflammatory_arthritis:7.0(phrase;tokens=arthriti,rheumatoid)"
M08.231,"Juvenile rheumatoid arthritis with systemic onset, right wrist",ATOM_PHRASE_MATCH,autoimmune_disease | chronic_inflammatory_arthritis,Chronic inflammatory joint disease | autoimmune disease,"autoimmune_disease:8.0(phrase;tokens=arthriti,rheumatoid,systemic) | chronic_inflammatory_arthritis:7.0(phrase;tokens=arthriti,rheumatoid)"
M08.232,"Juvenile rheumatoid arthritis with systemic onset, left wrist",ATOM_PHRASE_MATCH,autoimmune_disease | chronic_inflammatory_arthritis,Chronic inflammatory joint disease | autoimmune disease,"autoimmune_disease:8.0(phrase;tokens=arthriti,rheumatoid,systemic) | chronic_inflammatory_arthritis:7.0(phrase;tokens=arthriti,rheumatoid)"
M08.239,"Juvenile rheumatoid arthritis with systemic onset, unspecified wrist",ATOM_PHRASE_MATCH,autoimmune_disease | chronic_inflammatory_arthritis,Chronic inflammatory joint disease | autoimmune disease,"autoimmune_disease:8.0(phrase;tokens=arthriti,rheumatoid,systemic) | chronic_inflammatory_arthritis:7.0(phrase;tokens=arthriti,rheumatoid)"
M08.241,"Juvenile rheumatoid arthritis with systemic onset, right hand",ATOM_PHRASE_MATCH,autoimmune_disease | chronic_inflammatory_arthritis,Chronic inflammatory joint disease | autoimmune disease,"autoimmune_disease:8.0(phrase;tokens=arthriti,rheumatoid,systemic) | chronic_inflammatory_arthritis:7.0(phrase;tokens=arthriti,rheumatoid)"
M08.242,"Juvenile rheumatoid arthritis with systemic onset, left hand",ATOM_PHRASE_MATCH,autoimmune_disease | chronic_inflammatory_arthritis,Chronic inflammatory joint disease | autoimmune disease,"autoimmune_disease:8.0(phrase;tokens=arthriti,rheumatoid,systemic) | chronic_inflammatory_arthritis:7.0(phrase;tokens=arthriti,rheumatoid)"
M08.249,"Juvenile rheumatoid arthritis with systemic onset, unspecified hand",ATOM_PHRASE_MATCH,autoimmune_disease | chronic_inflammatory_arthritis,Chronic inflammatory joint disease | autoimmune disease,"autoimmune_disease:8.0(phrase;tokens=arthriti,rheumatoid,systemic) | chronic_inflammatory_arthritis:7.0(phrase;tokens=arthriti,rheumatoid)"
M08.251,"Juvenile rheumatoid arthritis with systemic onset, right hip",ATOM_PHRASE_MATCH,autoimmune_disease | chronic_inflammatory_arthritis,Chronic inflammatory joint disease | autoimmune disease,"autoimmune_disease:8.0(phrase;tokens=arthriti,rheumatoid,systemic) | chronic_inflammatory_arthritis:7.0(phrase;tokens=arthriti,rheumatoid)"
M08.252,"Juvenile rheumatoid arthritis with systemic onset, left hip",ATOM_PHRASE_MATCH,autoimmune_disease | chronic_inflammatory_arthritis,Chronic inflammatory joint disease | autoimmune disease,"autoimmune_disease:8.0(phrase;tokens=arthriti,rheumatoid,systemic) | chronic_inflammatory_arthritis:7.0(phrase;tokens=arthriti,rheumatoid)"
M08.259,"Juvenile rheumatoid arthritis with systemic onset, unspecified hip",ATOM_PHRASE_MATCH,autoimmune_disease | chronic_inflammatory_arthritis,Chronic inflammatory joint disease | autoimmune disease,"autoimmune_disease:8.0(phrase;tokens=arthriti,rheumatoid,systemic) | chronic_inflammatory_arthritis:7.0(phrase;tokens=arthriti,rheumatoid)"
M08.261,"Juvenile rheumatoid arthritis with systemic onset, right knee",ATOM_PHRASE_MATCH,autoimmune_disease | chronic_inflammatory_arthritis,Chronic inflammatory joint disease | autoimmune disease,"autoimmune_disease:8.0(phrase;tokens=arthriti,rheumatoid,systemic) | chronic_inflammatory_arthritis:7.0(phrase;tokens=arthriti,rheumatoid)"
M08.262,"Juvenile rheumatoid arthritis with systemic onset, left knee",ATOM_PHRASE_MATCH,autoimmune_disease | chronic_inflammatory_arthritis,Chronic inflammatory joint disease | autoimmune disease,"autoimmune_disease:8.0(phrase;tokens=arthriti,rheumatoid,systemic) | chronic_inflammatory_arthritis:7.0(phrase;tokens=arthriti,rheumatoid)"
M08.271,"Juvenile rheumatoid arthritis with systemic onset, right ankle and foot",ATOM_PHRASE_MATCH,autoimmune_disease | chronic_inflammatory_arthritis,Chronic inflammatory joint disease | autoimmune disease,"autoimmune_disease:8.0(phrase;tokens=arthriti,rheumatoid,systemic) | chronic_inflammatory_arthritis:7.0(phrase;tokens=arthriti,rheumatoid)"
M08.272,"Juvenile rheumatoid arthritis with systemic onset, left ankle and foot",ATOM_PHRASE_MATCH,autoimmune_disease | chronic_inflammatory_arthritis,Chronic inflammatory joint disease | autoimmune disease,"autoimmune_disease:8.0(phrase;tokens=arthriti,rheumatoid,systemic) | chronic_inflammatory_arthritis:7.0(phrase;tokens=arthriti,rheumatoid)"
M08.279,"Juvenile rheumatoid arthritis with systemic onset, unspecified ankle and foot",ATOM_PHRASE_MATCH,autoimmune_disease | chronic_inflammatory_arthritis,Chronic inflammatory joint disease | autoimmune disease,"autoimmune_disease:8.0(phrase;tokens=arthriti,rheumatoid,systemic) | chronic_inflammatory_arthritis:7.0(phrase;tokens=arthriti,rheumatoid)"
M08.28,"Juvenile rheumatoid arthritis with systemic onset, vertebrae",ATOM_PHRASE_MATCH,autoimmune_disease | chronic_inflammatory_arthritis,Chronic inflammatory joint disease | autoimmune disease,"autoimmune_disease:8.0(phrase;tokens=arthriti,rheumatoid,systemic) | chronic_inflammatory_arthritis:7.0(phrase;tokens=arthriti,rheumatoid)"
M08.411,"Pauciarticular juvenile rheumatoid arthritis, right shoulder",ATOM_PHRASE_MATCH,autoimmune_disease | chronic_inflammatory_arthritis,Chronic inflammatory joint disease | autoimmune disease,"autoimmune_disease:7.0(phrase;tokens=arthriti,rheumatoid) | chronic_inflammatory_arthritis:7.0(phrase;tokens=arthriti,rheumatoid)"
M08.412,"Pauciarticular juvenile rheumatoid arthritis, left shoulder",ATOM_PHRASE_MATCH,autoimmune_disease | chronic_inflammatory_arthritis,Chronic inflammatory joint disease | autoimmune disease,"autoimmune_disease:7.0(phrase;tokens=arthriti,rheumatoid) | chronic_inflammatory_arthritis:7.0(phrase;tokens=arthriti,rheumatoid)"
M08.419,"Pauciarticular juvenile rheumatoid arthritis, unspecified shoulder",ATOM_PHRASE_MATCH,autoimmune_disease | chronic_inflammatory_arthritis,Chronic inflammatory joint disease | autoimmune disease,"autoimmune_disease:7.0(phrase;tokens=arthriti,rheumatoid) | chronic_inflammatory_arthritis:7.0(phrase;tokens=arthriti,rheumatoid)"
M08.421,"Pauciarticular juvenile rheumatoid arthritis, right elbow",ATOM_PHRASE_MATCH,autoimmune_disease | chronic_inflammatory_arthritis,Chronic inflammatory joint disease | autoimmune disease,"autoimmune_disease:7.0(phrase;tokens=arthriti,rheumatoid) | chronic_inflammatory_arthritis:7.0(phrase;tokens=arthriti,rheumatoid)"
M08.422,"Pauciarticular juvenile rheumatoid arthritis, left elbow",ATOM_PHRASE_MATCH,autoimmune_disease | chronic_inflammatory_arthritis,Chronic inflammatory joint disease | autoimmune disease,"autoimmune_disease:7.0(phrase;tokens=arthriti,rheumatoid) | chronic_inflammatory_arthritis:7.0(phrase;tokens=arthriti,rheumatoid)"
M08.429,"Pauciarticular juvenile rheumatoid arthritis, unspecified elbow",ATOM_PHRASE_MATCH,autoimmune_disease | chronic_inflammatory_arthritis,Chronic inflammatory joint disease | autoimmune disease,"autoimmune_disease:7.0(phrase;tokens=arthriti,rheumatoid) | chronic_inflammatory_arthritis:7.0(phrase;tokens=arthriti,rheumatoid)"
M08.431,"Pauciarticular juvenile rheumatoid arthritis, right wrist",ATOM_PHRASE_MATCH,autoimmune_disease | chronic_inflammatory_arthritis,Chronic inflammatory joint disease | autoimmune disease,"autoimmune_disease:7.0(phrase;tokens=arthriti,rheumatoid) | chronic_inflammatory_arthritis:7.0(phrase;tokens=arthriti,rheumatoid)"
M08.432,"Pauciarticular juvenile rheumatoid arthritis, left wrist",ATOM_PHRASE_MATCH,autoimmune_disease | chronic_inflammatory_arthritis,Chronic inflammatory joint disease | autoimmune disease,"autoimmune_disease:7.0(phrase;tokens=arthriti,rheumatoid) | chronic_inflammatory_arthritis:7.0(phrase;tokens=arthriti,rheumatoid)"
M08.439,"Pauciarticular juvenile rheumatoid arthritis, unspecified wrist",ATOM_PHRASE_MATCH,autoimmune_disease | chronic_inflammatory_arthritis,Chronic inflammatory joint disease | autoimmune disease,"autoimmune_disease:7.0(phrase;tokens=arthriti,rheumatoid) | chronic_inflammatory_arthritis:7.0(phrase;tokens=arthriti,rheumatoid)"
M08.441,"Pauciarticular juvenile rheumatoid arthritis, right hand",ATOM_PHRASE_MATCH,autoimmune_disease | chronic_inflammatory_arthritis,Chronic inflammatory joint disease | autoimmune disease,"autoimmune_disease:7.0(phrase;tokens=arthriti,rheumatoid) | chronic_inflammatory_arthritis:7.0(phrase;tokens=arthriti,rheumatoid)"
M08.449,"Pauciarticular juvenile rheumatoid arthritis, unspecified hand",ATOM_PHRASE_MATCH,autoimmune_disease | chronic_inflammatory_arthritis,Chronic inflammatory joint disease | autoimmune disease,"autoimmune_disease:7.0(phrase;tokens=arthriti,rheumatoid) | chronic_inflammatory_arthritis:7.0(phrase;tokens=arthriti,rheumatoid)"
M08.451,"Pauciarticular juvenile rheumatoid arthritis, right hip",ATOM_PHRASE_MATCH,autoimmune_disease | chronic_inflammatory_arthritis,Chronic inflammatory joint disease | autoimmune disease,"autoimmune_disease:7.0(phrase;tokens=arthriti,rheumatoid) | chronic_inflammatory_arthritis:7.0(phrase;tokens=arthriti,rheumatoid)"
M08.452,"Pauciarticular juvenile rheumatoid arthritis, left hip",ATOM_PHRASE_MATCH,autoimmune_disease | chronic_inflammatory_arthritis,Chronic inflammatory joint disease | autoimmune disease,"autoimmune_disease:7.0(phrase;tokens=arthriti,rheumatoid) | chronic_inflammatory_arthritis:7.0(phrase;tokens=arthriti,rheumatoid)"
M08.459,"Pauciarticular juvenile rheumatoid arthritis, unspecified hip",ATOM_PHRASE_MATCH,autoimmune_disease | chronic_inflammatory_arthritis,Chronic inflammatory joint disease | autoimmune disease,"autoimmune_disease:7.0(phrase;tokens=arthriti,rheumatoid) | chronic_inflammatory_arthritis:7.0(phrase;tokens=arthriti,rheumatoid)"
M08.461,"Pauciarticular juvenile rheumatoid arthritis, right knee",ATOM_PHRASE_MATCH,autoimmune_disease | chronic_inflammatory_arthritis,Chronic inflammatory joint disease | autoimmune disease,"autoimmune_disease:7.0(phrase;tokens=arthriti,rheumatoid) | chronic_inflammatory_arthritis:7.0(phrase;tokens=arthriti,rheumatoid)"
M08.462,"Pauciarticular juvenile rheumatoid arthritis, left knee",ATOM_PHRASE_MATCH,autoimmune_disease | chronic_inflammatory_arthritis,Chronic inflammatory joint disease | autoimmune disease,"autoimmune_disease:7.0(phrase;tokens=arthriti,rheumatoid) | chronic_inflammatory_arthritis:7.0(phrase;tokens=arthriti,rheumatoid)"
M08.469,"Pauciarticular juvenile rheumatoid arthritis, unspecified knee",ATOM_PHRASE_MATCH,autoimmune_disease | chronic_inflammatory_arthritis,Chronic inflammatory joint disease | autoimmune disease,"autoimmune_disease:7.0(phrase;tokens=arthriti,rheumatoid) | chronic_inflammatory_arthritis:7.0(phrase;tokens=arthriti,rheumatoid)"
M08.479,"Pauciarticular juvenile rheumatoid arthritis, unspecified ankle and foot",ATOM_PHRASE_MATCH,autoimmune_disease | chronic_inflammatory_arthritis,Chronic inflammatory joint disease | autoimmune disease,"autoimmune_disease:7.0(phrase;tokens=arthriti,rheumatoid) | chronic_inflammatory_arthritis:7.0(phrase;tokens=arthriti,rheumatoid)"
M08.48,"Pauciarticular juvenile rheumatoid arthritis, vertebrae",ATOM_PHRASE_MATCH,autoimmune_disease | chronic_inflammatory_arthritis,Chronic inflammatory joint disease | autoimmune disease,"autoimmune_disease:7.0(phrase;tokens=arthriti,rheumatoid) | chronic_inflammatory_arthritis:7.0(phrase;tokens=arthriti,rheumatoid)"
M08.4A,"Pauciarticular juvenile rheumatoid arthritis, other specified site",ATOM_PHRASE_MATCH,autoimmune_disease | chronic_inflammatory_arthritis,Chronic inflammatory joint disease | autoimmune disease,"autoimmune_disease:7.0(phrase;tokens=arthriti,rheumatoid) | chronic_inflammatory_arthritis:7.0(phrase;tokens=arthriti,rheumatoid)"
M10.311,"Gout due to renal impairment, right shoulder",ATOM_PHRASE_MATCH,renal_dysfunction,Renal dysfunction / chronic kidney disease,"renal_dysfunction:7.0(phrase;tokens=impair,renal)"
M10.319,"Gout due to renal impairment, unspecified shoulder",ATOM_PHRASE_MATCH,renal_dysfunction,Renal dysfunction / chronic kidney disease,"renal_dysfunction:7.0(phrase;tokens=impair,renal)"
M10.321,"Gout due to renal impairment, right elbow",ATOM_PHRASE_MATCH,renal_dysfunction,Renal dysfunction / chronic kidney disease,"renal_dysfunction:7.0(phrase;tokens=impair,renal)"
M10.329,"Gout due to renal impairment, unspecified elbow",ATOM_PHRASE_MATCH,renal_dysfunction,Renal dysfunction / chronic kidney disease,"renal_dysfunction:7.0(phrase;tokens=impair,renal)"
M10.339,"Gout due to renal impairment, unspecified wrist",ATOM_PHRASE_MATCH,renal_dysfunction,Renal dysfunction / chronic kidney disease,"renal_dysfunction:7.0(phrase;tokens=impair,renal)"
