code,meaning,warehouse_row_count,warehouse_patient_count,candidate_origins,amyloid_tier,amyloid_signal_categories,review_bucket,suggested_atom_ids,suggested_atom_names,suggestion_scores,audit_flags
M66.872,"Spontaneous rupture of other tendons, left ankle and foot",5,4,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,biceps_rupture | rotator_cuff | spontaneous_atraumatic_rupture | trigger_finger,"Rotator cuff tear / repair | Spontaneous / trivial-trauma rupture mechanism | Spontaneous distal biceps tendon rupture (""Popeye sign"") | Trigger finger / stenosing tenosynovitis","biceps_rupture:5.0(same_icd_category;tokens=rupture,spontaneou,tendon) | spontaneous_atraumatic_rupture:5.0(same_icd_category;tokens=rupture,spontaneou,tendon) | rotator_cuff:3.0(same_icd_category;tokens=rupture) | trigger_finger:3.0(same_icd_category;tokens=tendon)",
N52.33,Erectile dysfunction following urethral surgery,17,4,CONFIGURED_ICD_CATEGORY | ATOM_PHRASE_MATCH,,,NONSPECIFIC_SUPPORT_REVIEW,erectile_dysfunction,erectile dysfunction,"erectile_dysfunction:9.0(phrase;same_icd_category;tokens=dysfunction,erectile)",
R10.822,Left upper quadrant rebound abdominal tenderness,21,4,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,abdominal_pain,Unexplained abdominal pain,abdominal_pain:3.0(same_icd_category;tokens=abdominal),
S06.311A,"Contusion and laceration of right cerebrum with loss of consciousness of 30 minutes or less, initial encounter",36,4,ATOM_PHRASE_MATCH,,,NONSPECIFIC_SUPPORT_REVIEW,syncope,Syncope / presyncope,"syncope:7.0(phrase;tokens=consciousness,loss)",
S06.320D,"Contusion and laceration of left cerebrum without loss of consciousness, subsequent encounter",12,4,ATOM_PHRASE_MATCH,,,NONSPECIFIC_SUPPORT_REVIEW,syncope,Syncope / presyncope,"syncope:7.0(phrase;tokens=consciousness,loss)",
S06.337A,"Contusion and laceration of cerebrum, unspecified, with loss of consciousness of any duration with death due to brain injury prior to regaining consciousness, initial encounter",25,4,ATOM_PHRASE_MATCH,,,NONSPECIFIC_SUPPORT_REVIEW,syncope,Syncope / presyncope,"syncope:7.0(phrase;tokens=consciousness,loss)",
S06.4X1A,"Epidural hemorrhage with loss of consciousness of 30 minutes or less, initial encounter",7,4,ATOM_PHRASE_MATCH,,,NONSPECIFIC_SUPPORT_REVIEW,syncope,Syncope / presyncope,"syncope:7.0(phrase;tokens=consciousness,loss)",
S06.4X9D,"Epidural hemorrhage with loss of consciousness of unspecified duration, subsequent encounter",5,4,ATOM_PHRASE_MATCH,,,NONSPECIFIC_SUPPORT_REVIEW,syncope,Syncope / presyncope,"syncope:7.0(phrase;tokens=consciousness,loss)",
S06.899A,"Other specified intracranial injury with loss of consciousness of unspecified duration, initial encounter",63,4,ATOM_PHRASE_MATCH,,,NONSPECIFIC_SUPPORT_REVIEW,syncope,Syncope / presyncope,"syncope:7.0(phrase;tokens=consciousness,loss)",
S06.9X4S,"Unspecified intracranial injury with loss of consciousness of 6 hours to 24 hours, sequela",38,4,ATOM_PHRASE_MATCH,,,NONSPECIFIC_SUPPORT_REVIEW,syncope,Syncope / presyncope,"syncope:7.0(phrase;tokens=consciousness,loss)",
S46.111D,"Strain of muscle, fascia and tendon of long head of biceps, right arm, subsequent encounter",24,4,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,biceps_rupture,"Spontaneous distal biceps tendon rupture (""Popeye sign"")","biceps_rupture:4.0(same_icd_category;tokens=bicep,tendon)",
S46.212S,"Strain of muscle, fascia and tendon of other parts of biceps, left arm, sequela",24,4,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,biceps_rupture,"Spontaneous distal biceps tendon rupture (""Popeye sign"")","biceps_rupture:4.0(same_icd_category;tokens=bicep,tendon)",
S46.911S,"Strain of unspecified muscle, fascia and tendon at shoulder and upper arm level, right arm, sequela",5,4,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,biceps_rupture,"Spontaneous distal biceps tendon rupture (""Popeye sign"")",biceps_rupture:3.0(same_icd_category;tokens=tendon),
Z82.5,Family history of asthma and other chronic lower respiratory diseases,10,4,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,fhx_adult_onset_neuropathy,Family history of unexplained adult-onset progressive neuropathy,fhx_adult_onset_neuropathy:3.0(same_icd_category;tokens=family),
E08.628,Diabetes mellitus due to underlying condition with other skin complications,27,3,ATOM_PHRASE_MATCH,,,NONSPECIFIC_SUPPORT_REVIEW,diabetes,diabetes,"diabetes:7.0(phrase;tokens=diabete,mellitu)",
E08.641,Diabetes mellitus due to underlying condition with hypoglycemia with coma,13,3,ATOM_PHRASE_MATCH,,,NONSPECIFIC_SUPPORT_REVIEW,diabetes,diabetes,"diabetes:7.0(phrase;tokens=diabete,mellitu)",
E09.621,Drug or chemical induced diabetes mellitus with foot ulcer,10,3,ATOM_PHRASE_MATCH,,,NONSPECIFIC_SUPPORT_REVIEW,diabetes,diabetes,"diabetes:7.0(phrase;tokens=diabete,mellitu)",
E10.A1,"Type 1 diabetes mellitus, presymptomatic, Stage 1",4,3,ATOM_PHRASE_MATCH,,,NONSPECIFIC_SUPPORT_REVIEW,diabetes,diabetes,"diabetes:8.0(phrase;tokens=diabete,mellitu,type)",
E13.59,Other specified diabetes mellitus with other circulatory complications,9,3,ATOM_PHRASE_MATCH,,,NONSPECIFIC_SUPPORT_REVIEW,diabetes,diabetes,"diabetes:7.0(phrase;tokens=diabete,mellitu)",
G61.89,Other inflammatory polyneuropathies,3,3,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,cidp,Chronic inflammatory demyelinating polyneuropathy,cidp:3.0(same_icd_category;tokens=inflammatory),
H21.1X2,"Other vascular disorders of iris and ciliary body, left eye",23,3,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,iris_abnormality | scalloped_pupil,Scalloped pupil / characteristic pupillary abnormality | iris abnormality,iris_abnormality:3.0(same_icd_category;tokens=iris) | scalloped_pupil:3.0(same_icd_category;tokens=iris),
H21.42,"Pupillary membranes, left eye",7,3,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,iris_abnormality | scalloped_pupil,Scalloped pupil / characteristic pupillary abnormality | iris abnormality,iris_abnormality:3.0(same_icd_category;tokens=pupillary) | scalloped_pupil:3.0(same_icd_category;tokens=pupillary),
H40.10X3,"Unspecified open-angle glaucoma, severe stage",33,3,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,glaucoma,glaucoma,glaucoma:3.0(same_icd_category;tokens=glaucoma),
H40.1111,"Primary open-angle glaucoma, right eye, mild stage",9,3,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,dry_eye | glaucoma,dry eye | glaucoma,dry_eye:3.0(same_icd_category;tokens=eye) | glaucoma:3.0(same_icd_category;tokens=glaucoma),
H40.20X0,"Unspecified primary angle-closure glaucoma, stage unspecified",16,3,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,glaucoma,glaucoma,glaucoma:3.0(same_icd_category;tokens=glaucoma),
H40.2231,"Chronic angle-closure glaucoma, bilateral, mild stage",8,3,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,glaucoma,glaucoma,glaucoma:3.0(same_icd_category;tokens=glaucoma),
H40.51X1,"Glaucoma secondary to other eye disorders, right eye, mild stage",14,3,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,dry_eye | glaucoma,dry eye | glaucoma,dry_eye:3.0(same_icd_category;tokens=eye) | glaucoma:3.0(same_icd_category;tokens=glaucoma),
H40.63X0,"Glaucoma secondary to drugs, bilateral, stage unspecified",4,3,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,glaucoma,glaucoma,glaucoma:3.0(same_icd_category;tokens=glaucoma),
H43.01,"Vitreous prolapse, right eye",7,3,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,vitreous_opacity,vitreous opacity,vitreous_opacity:3.0(same_icd_category;tokens=vitreou),
H53.432,"Sector or arcuate defects, left eye",5,3,ATOM_PHRASE_MATCH,,,NONSPECIFIC_SUPPORT_REVIEW,cts_left,"Carpal tunnel syndrome, left",cts_left:6.0(phrase;tokens=left),
L97.111,Non-pressure chronic ulcer of right thigh limited to breakdown of skin,8,3,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,plantar_ulcer | trophic_change,plantar ulcer | trophic change,plantar_ulcer:3.0(same_icd_category;tokens=ulcer) | trophic_change:3.0(same_icd_category;tokens=skin),
L97.209,Non-pressure chronic ulcer of unspecified calf with unspecified severity,24,3,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,plantar_ulcer,plantar ulcer,plantar_ulcer:3.0(same_icd_category;tokens=ulcer),
L97.225,Non-pressure chronic ulcer of left calf with muscle involvement without evidence of necrosis,13,3,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,plantar_ulcer,plantar ulcer,plantar_ulcer:3.0(same_icd_category;tokens=ulcer),
L97.313,Non-pressure chronic ulcer of right ankle with necrosis of muscle,15,3,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,plantar_ulcer,plantar ulcer,plantar_ulcer:3.0(same_icd_category;tokens=ulcer),
L97.316,Non-pressure chronic ulcer of right ankle with bone involvement without evidence of necrosis,553,3,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,plantar_ulcer,plantar ulcer,plantar_ulcer:3.0(same_icd_category;tokens=ulcer),
L97.325,Non-pressure chronic ulcer of left ankle with muscle involvement without evidence of necrosis,144,3,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,plantar_ulcer,plantar ulcer,plantar_ulcer:3.0(same_icd_category;tokens=ulcer),
L97.801,Non-pressure chronic ulcer of other part of unspecified lower leg limited to breakdown of skin,154,3,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,plantar_ulcer | trophic_change,plantar ulcer | trophic change,"trophic_change:4.0(same_icd_category;tokens=lower,skin) | plantar_ulcer:3.0(same_icd_category;tokens=ulcer)",
L97.825,Non-pressure chronic ulcer of other part of left lower leg with muscle involvement without evidence of necrosis,51,3,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,plantar_ulcer | trophic_change,plantar ulcer | trophic change,plantar_ulcer:3.0(same_icd_category;tokens=ulcer) | trophic_change:3.0(same_icd_category;tokens=lower),
L97.918,Non-pressure chronic ulcer of unspecified part of right lower leg with other specified severity,327,3,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,plantar_ulcer | trophic_change,plantar ulcer | trophic change,plantar_ulcer:3.0(same_icd_category;tokens=ulcer) | trophic_change:3.0(same_icd_category;tokens=lower),
L97.925,Non-pressure chronic ulcer of unspecified part of left lower leg with muscle involvement without evidence of necrosis,181,3,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,plantar_ulcer | trophic_change,plantar ulcer | trophic change,plantar_ulcer:3.0(same_icd_category;tokens=ulcer) | trophic_change:3.0(same_icd_category;tokens=lower),
L97.926,Non-pressure chronic ulcer of unspecified part of left lower leg with bone involvement without evidence of necrosis,185,3,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,plantar_ulcer | trophic_change,plantar ulcer | trophic change,plantar_ulcer:3.0(same_icd_category;tokens=ulcer) | trophic_change:3.0(same_icd_category;tokens=lower),
M10.331,"Gout due to renal impairment, right wrist",12,3,ATOM_PHRASE_MATCH,,,NONSPECIFIC_SUPPORT_REVIEW,renal_dysfunction,Renal dysfunction / chronic kidney disease,"renal_dysfunction:7.0(phrase;tokens=impair,renal)",
M10.342,"Gout due to renal impairment, left hand",14,3,ATOM_PHRASE_MATCH,,,NONSPECIFIC_SUPPORT_REVIEW,renal_dysfunction,Renal dysfunction / chronic kidney disease,"renal_dysfunction:7.0(phrase;tokens=impair,renal)",
M10.379,"Gout due to renal impairment, unspecified ankle and foot",3,3,ATOM_PHRASE_MATCH,,,NONSPECIFIC_SUPPORT_REVIEW,renal_dysfunction,Renal dysfunction / chronic kidney disease,"renal_dysfunction:7.0(phrase;tokens=impair,renal)",
M1A.3711,"Chronic gout due to renal impairment, right ankle and foot, with tophus (tophi)",31,3,ATOM_PHRASE_MATCH,,,NONSPECIFIC_SUPPORT_REVIEW,renal_dysfunction,Renal dysfunction / chronic kidney disease,"renal_dysfunction:8.0(phrase;tokens=chronic,impair,renal)",
M1A.3791,"Chronic gout due to renal impairment, unspecified ankle and foot, with tophus (tophi)",13,3,ATOM_PHRASE_MATCH,,,NONSPECIFIC_SUPPORT_REVIEW,renal_dysfunction,Renal dysfunction / chronic kidney disease,"renal_dysfunction:8.0(phrase;tokens=chronic,impair,renal)",
M35.06,Sjogren syndrome with peripheral nervous system involvement,203,3,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,autoimmune_disease,autoimmune disease,autoimmune_disease:3.0(same_icd_category;tokens=sjogren),
M48.56XD,"Collapsed vertebra, not elsewhere classified, lumbar region, subsequent encounter for fracture with routine healing",29,3,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,lumbar_stenosis,Lumbar spinal stenosis,lumbar_stenosis:3.0(same_icd_category;tokens=lumbar),
M48.56XG,"Collapsed vertebra, not elsewhere classified, lumbar region, subsequent encounter for fracture with delayed healing",15,3,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,lumbar_stenosis,Lumbar spinal stenosis,lumbar_stenosis:3.0(same_icd_category;tokens=lumbar),
M65.072,"Abscess of tendon sheath, left ankle and foot",40,3,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,biceps_rupture | trigger_finger,"Spontaneous distal biceps tendon rupture (""Popeye sign"") | Trigger finger / stenosing tenosynovitis","trigger_finger:4.0(same_icd_category;tokens=sheath,tendon) | biceps_rupture:3.0(same_icd_category;tokens=tendon)",
M65.871,"Other synovitis and tenosynovitis, right ankle and foot",12,3,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,trigger_finger,Trigger finger / stenosing tenosynovitis,trigger_finger:3.0(same_icd_category;tokens=tenosynoviti),
M66.841,"Spontaneous rupture of other tendons, right hand",32,3,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,biceps_rupture | rotator_cuff | spontaneous_atraumatic_rupture | trigger_finger,"Rotator cuff tear / repair | Spontaneous / trivial-trauma rupture mechanism | Spontaneous distal biceps tendon rupture (""Popeye sign"") | Trigger finger / stenosing tenosynovitis","biceps_rupture:5.0(same_icd_category;tokens=rupture,spontaneou,tendon) | spontaneous_atraumatic_rupture:5.0(same_icd_category;tokens=rupture,spontaneou,tendon) | rotator_cuff:3.0(same_icd_category;tokens=rupture) | trigger_finger:3.0(same_icd_category;tokens=tendon)",
R10.815,Periumbilic abdominal tenderness,9,3,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,abdominal_pain,Unexplained abdominal pain,abdominal_pain:3.0(same_icd_category;tokens=abdominal),
R10.825,Periumbilic rebound abdominal tenderness,19,3,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,abdominal_pain,Unexplained abdominal pain,abdominal_pain:3.0(same_icd_category;tokens=abdominal),
R10.827,Generalized rebound abdominal tenderness,18,3,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,abdominal_pain,Unexplained abdominal pain,abdominal_pain:3.0(same_icd_category;tokens=abdominal),
R19.15,Other abnormal bowel sounds,8,3,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,constipation,constipation,constipation:3.0(same_icd_category;tokens=bowel),
S06.330D,"Contusion and laceration of cerebrum, unspecified, without loss of consciousness, subsequent encounter",6,3,ATOM_PHRASE_MATCH,,,NONSPECIFIC_SUPPORT_REVIEW,syncope,Syncope / presyncope,"syncope:7.0(phrase;tokens=consciousness,loss)",
S06.331A,"Contusion and laceration of cerebrum, unspecified, with loss of consciousness of 30 minutes or less, initial encounter",9,3,ATOM_PHRASE_MATCH,,,NONSPECIFIC_SUPPORT_REVIEW,syncope,Syncope / presyncope,"syncope:7.0(phrase;tokens=consciousness,loss)",
S06.339D,"Contusion and laceration of cerebrum, unspecified, with loss of consciousness of unspecified duration, subsequent encounter",3,3,ATOM_PHRASE_MATCH,,,NONSPECIFIC_SUPPORT_REVIEW,syncope,Syncope / presyncope,"syncope:7.0(phrase;tokens=consciousness,loss)",
S06.380A,"Contusion, laceration, and hemorrhage of brainstem without loss of consciousness, initial encounter",9,3,ATOM_PHRASE_MATCH,,,NONSPECIFIC_SUPPORT_REVIEW,syncope,Syncope / presyncope,"syncope:7.0(phrase;tokens=consciousness,loss)",
S06.890A,"Other specified intracranial injury without loss of consciousness, initial encounter",22,3,ATOM_PHRASE_MATCH,,,NONSPECIFIC_SUPPORT_REVIEW,syncope,Syncope / presyncope,"syncope:7.0(phrase;tokens=consciousness,loss)",
S06.899D,"Other specified intracranial injury with loss of consciousness of unspecified duration, subsequent encounter",25,3,ATOM_PHRASE_MATCH,,,NONSPECIFIC_SUPPORT_REVIEW,syncope,Syncope / presyncope,"syncope:7.0(phrase;tokens=consciousness,loss)",
S46.201A,"Unspecified injury of muscle, fascia and tendon of other parts of biceps, right arm, initial encounter",5,3,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,biceps_rupture,"Spontaneous distal biceps tendon rupture (""Popeye sign"")","biceps_rupture:4.0(same_icd_category;tokens=bicep,tendon)",
T83.69XA,"Infection and inflammatory reaction due to other prosthetic device, implant and graft in genital tract, initial encounter",28,3,ATOM_PHRASE_MATCH,,,NONSPECIFIC_SUPPORT_REVIEW,pacemaker_implantation,Pacemaker implantation,"pacemaker_implantation:7.0(phrase;tokens=device,implant)",
T85.615A,"Breakdown (mechanical) of other nervous system device, implant or graft, initial encounter",10,3,ATOM_PHRASE_MATCH,,,NONSPECIFIC_SUPPORT_REVIEW,pacemaker_implantation,Pacemaker implantation,"pacemaker_implantation:7.0(phrase;tokens=device,implant)",
T85.738A,"Infection and inflammatory reaction due to other nervous system device, implant or graft, initial encounter",3,3,ATOM_PHRASE_MATCH,,,NONSPECIFIC_SUPPORT_REVIEW,pacemaker_implantation,Pacemaker implantation,"pacemaker_implantation:7.0(phrase;tokens=device,implant)",
T85.9XXD,"Unspecified complication of internal prosthetic device, implant and graft, subsequent encounter",38,3,ATOM_PHRASE_MATCH,,,NONSPECIFIC_SUPPORT_REVIEW,pacemaker_implantation,Pacemaker implantation,"pacemaker_implantation:7.0(phrase;tokens=device,implant)",
Z82.1,Family history of blindness and visual loss,9,3,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,fhx_adult_onset_neuropathy,Family history of unexplained adult-onset progressive neuropathy,fhx_adult_onset_neuropathy:3.0(same_icd_category;tokens=family),
Z83.41,Family history of multiple endocrine neoplasia [MEN] syndrome,8,3,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,fhx_established_attr,First-degree family history of genetically or clinically established ATTR amyloidosis,fhx_established_attr:3.0(same_icd_category;tokens=family),
Z96.661,Presence of right artificial ankle joint,18,3,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,arthroplasty,Hip or knee arthroplasty,arthroplasty:3.0(same_icd_category;tokens=joint),
C90.31,Solitary plasmacytoma in remission,14,2,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,plasma_cell_dyscrasia,Plasma-cell dyscrasia / multiple myeloma,plasma_cell_dyscrasia:3.0(same_icd_category;tokens=plasmacytoma),
E10.A2,"Type 1 diabetes mellitus, presymptomatic, Stage 2",5,2,ATOM_PHRASE_MATCH,,,NONSPECIFIC_SUPPORT_REVIEW,diabetes,diabetes,"diabetes:8.0(phrase;tokens=diabete,mellitu,type)",
G12.22,Progressive bulbar palsy,7,2,ATOM_PHRASE_MATCH,,,NONSPECIFIC_SUPPORT_REVIEW,bulbar_neuropathy_symptoms,Unexplained bulbar neuropathy symptoms,"bulbar_neuropathy_symptoms:7.0(phrase;tokens=bulbar,palsy)",
G56.33,"Lesion of radial nerve, bilateral upper limbs",4,2,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,cts_bilateral,Bilateral carpal tunnel syndrome,cts_bilateral:3.0(same_icd_category;tokens=bilateral),
G56.43,Causalgia of bilateral upper limbs,8,2,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,cts_bilateral,Bilateral carpal tunnel syndrome,cts_bilateral:3.0(same_icd_category;tokens=bilateral),
G56.82,Other specified mononeuropathies of left upper limb,6,2,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,cts_bilateral | cts_left,"Bilateral carpal tunnel syndrome | Carpal tunnel syndrome, left","cts_bilateral:3.0(same_icd_category;tokens=left) | cts_left:3.0(tokens=left,limb,upper)",
H16.222,"Keratoconjunctivitis sicca, not specified as Sjogren's, left eye",2,2,ATOM_PHRASE_MATCH,,,NONSPECIFIC_SUPPORT_REVIEW,dry_eye,dry eye,"dry_eye:8.0(phrase;tokens=eye,keratoconjunctiviti,sicca)",
H21.1X1,"Other vascular disorders of iris and ciliary body, right eye",2,2,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,iris_abnormality | scalloped_pupil,Scalloped pupil / characteristic pupillary abnormality | iris abnormality,iris_abnormality:3.0(same_icd_category;tokens=iris) | scalloped_pupil:3.0(same_icd_category;tokens=iris),
H21.1X3,"Other vascular disorders of iris and ciliary body, bilateral",3,2,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,iris_abnormality | scalloped_pupil,Scalloped pupil / characteristic pupillary abnormality | iris abnormality,iris_abnormality:3.0(same_icd_category;tokens=iris) | scalloped_pupil:3.0(same_icd_category;tokens=iris),
H21.302,"Idiopathic cysts of iris, ciliary body or anterior chamber, left eye",4,2,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,iris_abnormality | scalloped_pupil,Scalloped pupil / characteristic pupillary abnormality | iris abnormality,iris_abnormality:3.0(same_icd_category;tokens=iris) | scalloped_pupil:3.0(same_icd_category;tokens=iris),
H21.43,"Pupillary membranes, bilateral",10,2,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,iris_abnormality | scalloped_pupil,Scalloped pupil / characteristic pupillary abnormality | iris abnormality,iris_abnormality:3.0(same_icd_category;tokens=pupillary) | scalloped_pupil:3.0(same_icd_category;tokens=pupillary),
H21.502,"Unspecified adhesions of iris, left eye",16,2,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,iris_abnormality | scalloped_pupil,Scalloped pupil / characteristic pupillary abnormality | iris abnormality,iris_abnormality:3.0(same_icd_category;tokens=iris) | scalloped_pupil:3.0(same_icd_category;tokens=iris),
H21.542,"Posterior synechiae (iris), left eye",7,2,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,iris_abnormality | scalloped_pupil,Scalloped pupil / characteristic pupillary abnormality | iris abnormality,iris_abnormality:3.0(same_icd_category;tokens=iris) | scalloped_pupil:3.0(same_icd_category;tokens=iris),
H21.563,"Pupillary abnormality, bilateral",4,2,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,iris_abnormality | scalloped_pupil,Scalloped pupil / characteristic pupillary abnormality | iris abnormality,"iris_abnormality:4.0(same_icd_category;tokens=abnormality,pupillary) | scalloped_pupil:4.0(same_icd_category;tokens=abnormality,pupillary)",
H21.569,"Pupillary abnormality, unspecified eye",2,2,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,iris_abnormality | scalloped_pupil,Scalloped pupil / characteristic pupillary abnormality | iris abnormality,"iris_abnormality:4.0(same_icd_category;tokens=abnormality,pupillary) | scalloped_pupil:4.0(same_icd_category;tokens=abnormality,pupillary)",
H21.9,Unspecified disorder of iris and ciliary body,40,2,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,iris_abnormality | scalloped_pupil,Scalloped pupil / characteristic pupillary abnormality | iris abnormality,iris_abnormality:3.0(same_icd_category;tokens=iris) | scalloped_pupil:3.0(same_icd_category;tokens=iris),
H40.011,"Open angle with borderline findings, low risk, right eye",5,2,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,dry_eye,dry eye,dry_eye:3.0(same_icd_category;tokens=eye),
H40.031,"Anatomical narrow angle, right eye",10,2,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,dry_eye,dry eye,dry_eye:3.0(same_icd_category;tokens=eye),
H40.039,"Anatomical narrow angle, unspecified eye",3,2,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,dry_eye,dry eye,dry_eye:3.0(same_icd_category;tokens=eye),
H40.041,"Steroid responder, right eye",10,2,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,dry_eye,dry eye,dry_eye:3.0(same_icd_category;tokens=eye),
H40.10X2,"Unspecified open-angle glaucoma, moderate stage",12,2,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,glaucoma,glaucoma,glaucoma:3.0(same_icd_category;tokens=glaucoma),
H40.10X4,"Unspecified open-angle glaucoma, indeterminate stage",3,2,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,glaucoma,glaucoma,glaucoma:3.0(same_icd_category;tokens=glaucoma),
H40.1230,"Low-tension glaucoma, bilateral, stage unspecified",2,2,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,glaucoma,glaucoma,glaucoma:3.0(same_icd_category;tokens=glaucoma),
H40.1231,"Low-tension glaucoma, bilateral, mild stage",5,2,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,glaucoma,glaucoma,glaucoma:3.0(same_icd_category;tokens=glaucoma),
H40.1232,"Low-tension glaucoma, bilateral, moderate stage",5,2,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,glaucoma,glaucoma,glaucoma:3.0(same_icd_category;tokens=glaucoma),
H40.20X3,"Unspecified primary angle-closure glaucoma, severe stage",14,2,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,glaucoma,glaucoma,glaucoma:3.0(same_icd_category;tokens=glaucoma),
H40.219,"Acute angle-closure glaucoma, unspecified eye",5,2,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,dry_eye | glaucoma,dry eye | glaucoma,dry_eye:3.0(same_icd_category;tokens=eye) | glaucoma:3.0(same_icd_category;tokens=glaucoma),
