code,meaning,warehouse_row_count,warehouse_patient_count,candidate_origins,amyloid_tier,amyloid_signal_categories,review_bucket,suggested_atom_ids,suggested_atom_names,suggestion_scores,audit_flags
Z83.518,Family history of other specified eye disorder,25,11,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,fhx_established_attr,First-degree family history of genetically or clinically established ATTR amyloidosis,fhx_established_attr:3.0(same_icd_category;tokens=family),
E08.649,Diabetes mellitus due to underlying condition with hypoglycemia without coma,91,10,ATOM_PHRASE_MATCH,,,NONSPECIFIC_SUPPORT_REVIEW,diabetes,diabetes,"diabetes:7.0(phrase;tokens=diabete,mellitu)",
E10.641,Type 1 diabetes mellitus with hypoglycemia with coma,81,10,ATOM_PHRASE_MATCH,,,NONSPECIFIC_SUPPORT_REVIEW,diabetes,diabetes,"diabetes:8.0(phrase;tokens=diabete,mellitu,type)",
H43.89,Other disorders of vitreous body,91,10,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,vitreous_opacity,vitreous opacity,vitreous_opacity:3.0(same_icd_category;tokens=vitreou),
H91.23,"Sudden idiopathic hearing loss, bilateral",74,10,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,age_excessive_snhl,Bilateral sensorineural hearing loss disproportionate to age,"age_excessive_snhl:5.0(same_icd_category;tokens=bilateral,hearing,loss)",
L97.112,Non-pressure chronic ulcer of right thigh with fat layer exposed,315,10,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,plantar_ulcer,plantar ulcer,plantar_ulcer:3.0(same_icd_category;tokens=ulcer),
L97.902,Non-pressure chronic ulcer of unspecified part of unspecified lower leg with fat layer exposed,325,10,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,plantar_ulcer | trophic_change,plantar ulcer | trophic change,plantar_ulcer:3.0(same_icd_category;tokens=ulcer) | trophic_change:3.0(same_icd_category;tokens=lower),
M10.30,"Gout due to renal impairment, unspecified site",51,10,ATOM_PHRASE_MATCH,,,NONSPECIFIC_SUPPORT_REVIEW,renal_dysfunction,Renal dysfunction / chronic kidney disease,"renal_dysfunction:7.0(phrase;tokens=impair,renal)",
M48.46XA,"Fatigue fracture of vertebra, lumbar region, initial encounter for fracture",38,10,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,lumbar_stenosis,Lumbar spinal stenosis,lumbar_stenosis:3.0(same_icd_category;tokens=lumbar),
M65.931,"Unspecified synovitis and tenosynovitis, right forearm",36,10,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,trigger_finger,Trigger finger / stenosing tenosynovitis,trigger_finger:3.0(same_icd_category;tokens=tenosynoviti),
R10.817,Generalized abdominal tenderness,38,10,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,abdominal_pain,Unexplained abdominal pain,abdominal_pain:3.0(same_icd_category;tokens=abdominal),
R10.821,Right upper quadrant rebound abdominal tenderness,37,10,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,abdominal_pain,Unexplained abdominal pain,abdominal_pain:3.0(same_icd_category;tokens=abdominal),
S46.919A,"Strain of unspecified muscle, fascia and tendon at shoulder and upper arm level, unspecified arm, initial encounter",45,10,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,biceps_rupture,"Spontaneous distal biceps tendon rupture (""Popeye sign"")",biceps_rupture:3.0(same_icd_category;tokens=tendon),
E08.622,Diabetes mellitus due to underlying condition with other skin ulcer,25,9,ATOM_PHRASE_MATCH,,,NONSPECIFIC_SUPPORT_REVIEW,diabetes,diabetes,"diabetes:7.0(phrase;tokens=diabete,mellitu)",
E13.638,Other specified diabetes mellitus with other oral complications,14,9,ATOM_PHRASE_MATCH,,,NONSPECIFIC_SUPPORT_REVIEW,diabetes,diabetes,"diabetes:7.0(phrase;tokens=diabete,mellitu)",
H40.001,"Preglaucoma, unspecified, right eye",27,9,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,dry_eye,dry eye,dry_eye:3.0(same_icd_category;tokens=eye),
H40.023,"Open angle with borderline findings, high risk, bilateral",28,9,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,glaucoma,glaucoma,glaucoma:3.0(same_icd_category;tokens=high),
H40.1134,"Primary open-angle glaucoma, bilateral, indeterminate stage",20,9,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,glaucoma,glaucoma,glaucoma:3.0(same_icd_category;tokens=glaucoma),
L97.923,Non-pressure chronic ulcer of unspecified part of left lower leg with necrosis of muscle,454,9,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,plantar_ulcer | trophic_change,plantar ulcer | trophic change,plantar_ulcer:3.0(same_icd_category;tokens=ulcer) | trophic_change:3.0(same_icd_category;tokens=lower),
M35.89,Other specified systemic involvement of connective tissue,41,9,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,autoimmune_disease,autoimmune disease,autoimmune_disease:3.0(same_icd_category;tokens=systemic),
M65.972,"Unspecified synovitis and tenosynovitis, left ankle and foot",42,9,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,trigger_finger,Trigger finger / stenosing tenosynovitis,trigger_finger:3.0(same_icd_category;tokens=tenosynoviti),
M75.30,Calcific tendinitis of unspecified shoulder,37,9,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,rotator_cuff | shoulder_disorder,Other shoulder disorder | Rotator cuff tear / repair,"shoulder_disorder:4.0(same_icd_category;tokens=shoulder,tendiniti) | rotator_cuff:3.0(same_icd_category;tokens=shoulder)",
R10.814,Left lower quadrant abdominal tenderness,183,9,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,abdominal_pain,Unexplained abdominal pain,abdominal_pain:3.0(same_icd_category;tokens=abdominal),
S06.0X9S,"Concussion with loss of consciousness of unspecified duration, sequela",22,9,ATOM_PHRASE_MATCH,,,NONSPECIFIC_SUPPORT_REVIEW,syncope,Syncope / presyncope,"syncope:7.0(phrase;tokens=consciousness,loss)",
S06.9X6S,"Unspecified intracranial injury with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, sequela",24,9,ATOM_PHRASE_MATCH,,,NONSPECIFIC_SUPPORT_REVIEW,age_excessive_snhl | syncope,Bilateral sensorineural hearing loss disproportionate to age | Syncope / presyncope,"syncope:7.0(phrase;tokens=consciousness,loss) | age_excessive_snhl:3.0(tokens=greater,loss,than)",
S46.311A,"Strain of muscle, fascia and tendon of triceps, right arm, initial encounter",51,9,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,biceps_rupture,"Spontaneous distal biceps tendon rupture (""Popeye sign"")",biceps_rupture:3.0(same_icd_category;tokens=tendon),
E08.01,Diabetes mellitus due to underlying condition with hyperosmolarity with coma,42,8,ATOM_PHRASE_MATCH,,,NONSPECIFIC_SUPPORT_REVIEW,diabetes,diabetes,"diabetes:7.0(phrase;tokens=diabete,mellitu)",
E08.8,Diabetes mellitus due to underlying condition with unspecified complications,35,8,ATOM_PHRASE_MATCH,,,NONSPECIFIC_SUPPORT_REVIEW,diabetes,diabetes,"diabetes:7.0(phrase;tokens=diabete,mellitu)",
E09.10,Drug or chemical induced diabetes mellitus with ketoacidosis without coma,77,8,ATOM_PHRASE_MATCH,,,NONSPECIFIC_SUPPORT_REVIEW,diabetes,diabetes,"diabetes:7.0(phrase;tokens=diabete,mellitu)",
H21.562,"Pupillary abnormality, left eye",69,8,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,iris_abnormality | scalloped_pupil,Scalloped pupil / characteristic pupillary abnormality | iris abnormality,"iris_abnormality:4.0(same_icd_category;tokens=abnormality,pupillary) | scalloped_pupil:4.0(same_icd_category;tokens=abnormality,pupillary)",
H40.002,"Preglaucoma, unspecified, left eye",27,8,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,dry_eye,dry eye,dry_eye:3.0(same_icd_category;tokens=eye),
H40.52X4,"Glaucoma secondary to other eye disorders, left eye, indeterminate stage",29,8,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,dry_eye | glaucoma,dry eye | glaucoma,dry_eye:3.0(same_icd_category;tokens=eye) | glaucoma:3.0(same_icd_category;tokens=glaucoma),
H40.53X3,"Glaucoma secondary to other eye disorders, bilateral, severe stage",40,8,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,dry_eye | glaucoma,dry eye | glaucoma,dry_eye:3.0(same_icd_category;tokens=eye) | glaucoma:3.0(same_icd_category;tokens=glaucoma),
N39.492,Postural (urinary) incontinence,30,8,ATOM_PHRASE_MATCH,,,NONSPECIFIC_SUPPORT_REVIEW,urinary_incontinence,urinary incontinence,"urinary_incontinence:7.0(phrase;tokens=incontinence,urinary)",
N52.31,Erectile dysfunction following radical prostatectomy,35,8,CONFIGURED_ICD_CATEGORY | ATOM_PHRASE_MATCH,,,NONSPECIFIC_SUPPORT_REVIEW,erectile_dysfunction,erectile dysfunction,"erectile_dysfunction:9.0(phrase;same_icd_category;tokens=dysfunction,erectile)",
R10.812,Left upper quadrant abdominal tenderness,37,8,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,abdominal_pain,Unexplained abdominal pain,abdominal_pain:3.0(same_icd_category;tokens=abdominal),
R74.02,Elevation of levels of lactic acid dehydrogenase [LDH],71,8,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,hepatic_alp_elevation,Cholestatic alkaline phosphatase elevation,hepatic_alp_elevation:3.0(same_icd_category;tokens=elevation),
S06.0X1S,"Concussion with loss of consciousness of 30 minutes or less, sequela",36,8,ATOM_PHRASE_MATCH,,,NONSPECIFIC_SUPPORT_REVIEW,syncope,Syncope / presyncope,"syncope:7.0(phrase;tokens=consciousness,loss)",
S46.812S,"Strain of other muscles, fascia and tendons at shoulder and upper arm level, left arm, sequela",35,8,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,biceps_rupture,"Spontaneous distal biceps tendon rupture (""Popeye sign"")",biceps_rupture:3.0(same_icd_category;tokens=tendon),
T84.9XXD,"Unspecified complication of internal orthopedic prosthetic device, implant and graft, subsequent encounter",30,8,ATOM_PHRASE_MATCH,,,NONSPECIFIC_SUPPORT_REVIEW,pacemaker_implantation,Pacemaker implantation,"pacemaker_implantation:7.0(phrase;tokens=device,implant)",
Z83.511,Family history of glaucoma,12,8,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,fhx_established_attr,First-degree family history of genetically or clinically established ATTR amyloidosis,fhx_established_attr:3.0(same_icd_category;tokens=family),
Z83.710,Family history of adenomatous and serrated polyps,9,8,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,fhx_established_attr,First-degree family history of genetically or clinically established ATTR amyloidosis,fhx_established_attr:3.0(same_icd_category;tokens=family),
E09.69,Drug or chemical induced diabetes mellitus with other specified complication,48,7,ATOM_PHRASE_MATCH,,,NONSPECIFIC_SUPPORT_REVIEW,diabetes,diabetes,"diabetes:7.0(phrase;tokens=diabete,mellitu)",
F50.02,"Anorexia nervosa, binge eating/purging type",55,7,CONFIGURED_ICD_CATEGORY | ATOM_PHRASE_MATCH,,,NONSPECIFIC_SUPPORT_REVIEW,eating_disorder_label,Anorexia nervosa / eating disorder diagnosis,"eating_disorder_label:8.0(phrase;tokens=anorexia,eating,nervosa)",
G56.42,Causalgia of left upper limb,158,7,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,cts_bilateral | cts_left,"Bilateral carpal tunnel syndrome | Carpal tunnel syndrome, left","cts_bilateral:3.0(same_icd_category;tokens=left) | cts_left:3.0(tokens=left,limb,upper)",
H40.1123,"Primary open-angle glaucoma, left eye, severe stage",23,7,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,dry_eye | glaucoma,dry eye | glaucoma,dry_eye:3.0(same_icd_category;tokens=eye) | glaucoma:3.0(same_icd_category;tokens=glaucoma),
H40.213,"Acute angle-closure glaucoma, bilateral",37,7,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,glaucoma,glaucoma,glaucoma:3.0(same_icd_category;tokens=glaucoma),
K31.82,Dieulafoy lesion (hemorrhagic) of stomach and duodenum,10,7,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,delayed_gastric_emptying | gastroparesis,Gastroparesis / delayed gastric emptying | delayed gastric emptying,delayed_gastric_emptying:3.0(same_icd_category;tokens=stomach) | gastroparesis:3.0(same_icd_category;tokens=stomach),
K31.A12,"Gastric intestinal metaplasia without dysplasia, involving the body (corpus)",14,7,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,delayed_gastric_emptying | gastroparesis,Gastroparesis / delayed gastric emptying | delayed gastric emptying,delayed_gastric_emptying:3.0(same_icd_category;tokens=gastric) | gastroparesis:3.0(same_icd_category;tokens=gastric),
L97.211,Non-pressure chronic ulcer of right calf limited to breakdown of skin,85,7,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,plantar_ulcer | trophic_change,plantar ulcer | trophic change,plantar_ulcer:3.0(same_icd_category;tokens=ulcer) | trophic_change:3.0(same_icd_category;tokens=skin),
M10.341,"Gout due to renal impairment, right hand",36,7,ATOM_PHRASE_MATCH,,,NONSPECIFIC_SUPPORT_REVIEW,renal_dysfunction,Renal dysfunction / chronic kidney disease,"renal_dysfunction:7.0(phrase;tokens=impair,renal)",
M10.39,"Gout due to renal impairment, multiple sites",35,7,ATOM_PHRASE_MATCH,,,NONSPECIFIC_SUPPORT_REVIEW,renal_dysfunction,Renal dysfunction / chronic kidney disease,"renal_dysfunction:7.0(phrase;tokens=impair,renal)",
M1A.30X0,"Chronic gout due to renal impairment, unspecified site, without tophus (tophi)",10,7,ATOM_PHRASE_MATCH,,,NONSPECIFIC_SUPPORT_REVIEW,renal_dysfunction,Renal dysfunction / chronic kidney disease,"renal_dysfunction:8.0(phrase;tokens=chronic,impair,renal)",
M1A.3720,"Chronic gout due to renal impairment, left ankle and foot, without tophus (tophi)",132,7,ATOM_PHRASE_MATCH,,,NONSPECIFIC_SUPPORT_REVIEW,renal_dysfunction,Renal dysfunction / chronic kidney disease,"renal_dysfunction:8.0(phrase;tokens=chronic,impair,renal)",
M1A.39X1,"Chronic gout due to renal impairment, multiple sites, with tophus (tophi)",348,7,ATOM_PHRASE_MATCH,,,NONSPECIFIC_SUPPORT_REVIEW,renal_dysfunction,Renal dysfunction / chronic kidney disease,"renal_dysfunction:8.0(phrase;tokens=chronic,impair,renal)",
M65.832,"Other synovitis and tenosynovitis, left forearm",80,7,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,trigger_finger,Trigger finger / stenosing tenosynovitis,trigger_finger:3.0(same_icd_category;tokens=tenosynoviti),
M65.932,"Unspecified synovitis and tenosynovitis, left forearm",26,7,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,trigger_finger,Trigger finger / stenosing tenosynovitis,trigger_finger:3.0(same_icd_category;tokens=tenosynoviti),
M65.971,"Unspecified synovitis and tenosynovitis, right ankle and foot",15,7,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,trigger_finger,Trigger finger / stenosing tenosynovitis,trigger_finger:3.0(same_icd_category;tokens=tenosynoviti),
S06.9X3A,"Unspecified intracranial injury with loss of consciousness of 1 hour to 5 hours 59 minutes, initial encounter",96,7,ATOM_PHRASE_MATCH,,,NONSPECIFIC_SUPPORT_REVIEW,syncope,Syncope / presyncope,"syncope:7.0(phrase;tokens=consciousness,loss)",
S46.211S,"Strain of muscle, fascia and tendon of other parts of biceps, right arm, sequela",30,7,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,biceps_rupture,"Spontaneous distal biceps tendon rupture (""Popeye sign"")","biceps_rupture:4.0(same_icd_category;tokens=bicep,tendon)",
T85.9XXS,"Unspecified complication of internal prosthetic device, implant and graft, sequela",26,7,ATOM_PHRASE_MATCH,,,NONSPECIFIC_SUPPORT_REVIEW,pacemaker_implantation,Pacemaker implantation,"pacemaker_implantation:7.0(phrase;tokens=device,implant)",
G56.81,Other specified mononeuropathies of right upper limb,25,6,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,cts_bilateral | cts_right,"Bilateral carpal tunnel syndrome | Carpal tunnel syndrome, right","cts_bilateral:3.0(same_icd_category;tokens=right) | cts_right:3.0(tokens=limb,right,upper)",
H40.1190,"Primary open-angle glaucoma, unspecified eye, stage unspecified",88,6,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,dry_eye | glaucoma,dry eye | glaucoma,dry_eye:3.0(same_icd_category;tokens=eye) | glaucoma:3.0(same_icd_category;tokens=glaucoma),
H40.20X4,"Unspecified primary angle-closure glaucoma, indeterminate stage",16,6,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,glaucoma,glaucoma,glaucoma:3.0(same_icd_category;tokens=glaucoma),
H40.40X0,"Glaucoma secondary to eye inflammation, unspecified eye, stage unspecified",56,6,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,dry_eye | glaucoma,dry eye | glaucoma,dry_eye:3.0(same_icd_category;tokens=eye) | glaucoma:3.0(same_icd_category;tokens=glaucoma),
H40.841,"Neovascular secondary angle closure glaucoma, right eye",27,6,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,dry_eye | glaucoma,dry eye | glaucoma,dry_eye:3.0(same_icd_category;tokens=eye) | glaucoma:3.0(same_icd_category;tokens=glaucoma),
L97.401,Non-pressure chronic ulcer of unspecified heel and midfoot limited to breakdown of skin,15,6,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,plantar_ulcer | trophic_change,plantar ulcer | trophic change,plantar_ulcer:3.0(same_icd_category;tokens=ulcer) | trophic_change:3.0(same_icd_category;tokens=skin),
L97.815,Non-pressure chronic ulcer of other part of right lower leg with muscle involvement without evidence of necrosis,1379,6,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,plantar_ulcer | trophic_change,plantar ulcer | trophic change,plantar_ulcer:3.0(same_icd_category;tokens=ulcer) | trophic_change:3.0(same_icd_category;tokens=lower),
L97.928,Non-pressure chronic ulcer of unspecified part of left lower leg with other specified severity,111,6,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,plantar_ulcer | trophic_change,plantar ulcer | trophic change,plantar_ulcer:3.0(same_icd_category;tokens=ulcer) | trophic_change:3.0(same_icd_category;tokens=lower),
M1A.3610,"Chronic gout due to renal impairment, right knee, without tophus (tophi)",117,6,ATOM_PHRASE_MATCH,,,NONSPECIFIC_SUPPORT_REVIEW,renal_dysfunction,Renal dysfunction / chronic kidney disease,"renal_dysfunction:8.0(phrase;tokens=chronic,impair,renal)",
M35.08,Sjogren syndrome with gastrointestinal involvement,33,6,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,autoimmune_disease,autoimmune disease,autoimmune_disease:3.0(same_icd_category;tokens=sjogren),
M35.8,Other specified systemic involvement of connective tissue,105,6,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,autoimmune_disease,autoimmune disease,autoimmune_disease:3.0(same_icd_category;tokens=systemic),
M48.56XS,"Collapsed vertebra, not elsewhere classified, lumbar region, sequela of fracture",53,6,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,lumbar_stenosis,Lumbar spinal stenosis,lumbar_stenosis:3.0(same_icd_category;tokens=lumbar),
M65.831,"Other synovitis and tenosynovitis, right forearm",22,6,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,trigger_finger,Trigger finger / stenosing tenosynovitis,trigger_finger:3.0(same_icd_category;tokens=tenosynoviti),
O24.429,"Gestational diabetes mellitus in childbirth, unspecified control",27,6,ATOM_PHRASE_MATCH,,,NONSPECIFIC_SUPPORT_REVIEW,diabetes,diabetes,"diabetes:7.0(phrase;tokens=diabete,mellitu)",
O24.434,"Gestational diabetes mellitus in the puerperium, insulin controlled",18,6,ATOM_PHRASE_MATCH,,,NONSPECIFIC_SUPPORT_REVIEW,diabetes,diabetes,"diabetes:7.0(phrase;tokens=diabete,mellitu)",
R11.13,Vomiting of fecal matter,16,6,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,vomiting,vomiting,vomiting:3.0(same_icd_category;tokens=vomit),
S06.319A,"Contusion and laceration of right cerebrum with loss of consciousness of unspecified duration, initial encounter",40,6,ATOM_PHRASE_MATCH,,,NONSPECIFIC_SUPPORT_REVIEW,syncope,Syncope / presyncope,"syncope:7.0(phrase;tokens=consciousness,loss)",
S06.9X2D,"Unspecified intracranial injury with loss of consciousness of 31 minutes to 59 minutes, subsequent encounter",24,6,ATOM_PHRASE_MATCH,,,NONSPECIFIC_SUPPORT_REVIEW,syncope,Syncope / presyncope,"syncope:7.0(phrase;tokens=consciousness,loss)",
S46.811S,"Strain of other muscles, fascia and tendons at shoulder and upper arm level, right arm, sequela",13,6,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,biceps_rupture,"Spontaneous distal biceps tendon rupture (""Popeye sign"")",biceps_rupture:3.0(same_icd_category;tokens=tendon),
